2022-04-13 03:52:50,068 INFO    MainThread:87 [wandb_setup.py:_flush():75] Loading settings from /root/.config/wandb/settings
2022-04-13 03:52:50,069 INFO    MainThread:87 [wandb_setup.py:_flush():75] Loading settings from /content/drive/MyDrive/groom_project2/wandb/settings
2022-04-13 03:52:50,069 INFO    MainThread:87 [wandb_setup.py:_flush():75] Loading settings from environment variables: {}
2022-04-13 03:52:50,069 INFO    MainThread:87 [wandb_setup.py:_flush():75] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2022-04-13 03:52:50,069 INFO    MainThread:87 [wandb_setup.py:_flush():75] Applying login settings: {'api_key': '***REDACTED***'}
2022-04-13 03:52:50,069 INFO    MainThread:87 [wandb_init.py:_log_setup():438] Logging user logs to /content/drive/MyDrive/groom_project2/wandb/run-20220413_035250-21tcnffb/logs/debug.log
2022-04-13 03:52:50,070 INFO    MainThread:87 [wandb_init.py:_log_setup():439] Logging internal logs to /content/drive/MyDrive/groom_project2/wandb/run-20220413_035250-21tcnffb/logs/debug-internal.log
2022-04-13 03:52:50,070 INFO    MainThread:87 [wandb_init.py:_jupyter_setup():388] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7f52edf61350>
2022-04-13 03:52:50,070 INFO    MainThread:87 [wandb_init.py:init():472] calling init triggers
2022-04-13 03:52:50,070 INFO    MainThread:87 [wandb_init.py:init():476] wandb.init called with sweep_config: {}
config: {}
2022-04-13 03:52:50,071 INFO    MainThread:87 [wandb_init.py:init():525] starting backend
2022-04-13 03:52:50,071 INFO    MainThread:87 [backend.py:_multiprocessing_setup():101] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2022-04-13 03:52:50,102 INFO    MainThread:87 [backend.py:ensure_launched():219] starting backend process...
2022-04-13 03:52:50,115 INFO    MainThread:87 [backend.py:ensure_launched():225] started backend process with pid: 370
2022-04-13 03:52:50,117 INFO    MainThread:87 [wandb_init.py:init():534] backend started and connected
2022-04-13 03:52:50,152 INFO    MainThread:87 [wandb_run.py:_label_probe_notebook():1082] probe notebook
2022-04-13 03:52:51,288 INFO    MainThread:87 [wandb_init.py:init():598] updated telemetry
2022-04-13 03:52:51,292 INFO    MainThread:87 [wandb_init.py:init():629] communicating run to backend with 30 second timeout
2022-04-13 03:52:51,395 INFO    MainThread:87 [wandb_run.py:_on_init():1922] communicating current version
2022-04-13 03:52:51,468 INFO    MainThread:87 [wandb_run.py:_on_init():1926] got version response 
2022-04-13 03:52:51,468 INFO    MainThread:87 [wandb_init.py:init():660] starting run threads in backend
2022-04-13 03:52:54,340 INFO    MainThread:87 [wandb_run.py:_console_start():1896] atexit reg
2022-04-13 03:52:54,344 INFO    MainThread:87 [wandb_run.py:_redirect():1769] redirect: SettingsConsole.WRAP
2022-04-13 03:52:54,344 INFO    MainThread:87 [wandb_run.py:_redirect():1806] Wrapping output streams.
2022-04-13 03:52:54,347 INFO    MainThread:87 [wandb_run.py:_redirect():1830] Redirects installed.
2022-04-13 03:52:54,347 INFO    MainThread:87 [wandb_init.py:init():685] run started, returning control to user process
2022-04-13 03:52:54,352 INFO    MainThread:87 [wandb_init.py:_pause_backend():351] pausing backend
2022-04-13 03:52:54,353 INFO    MainThread:87 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-04-13 03:52:54,359 INFO    MainThread:87 [wandb_init.py:_resume_backend():360] resuming backend
2022-04-13 03:52:54,362 INFO    MainThread:87 [wandb_config.py:__setitem__():153] config set learning_rate = 6e-05 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x7f52ed6f1650>>
2022-04-13 03:52:54,362 INFO    MainThread:87 [wandb_run.py:_config_callback():1129] config_cb learning_rate 6e-05 None
2022-04-13 03:52:54,363 INFO    MainThread:87 [wandb_config.py:__setitem__():153] config set epochs = 10 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x7f52ed6f1650>>
2022-04-13 03:52:54,363 INFO    MainThread:87 [wandb_run.py:_config_callback():1129] config_cb epochs 10 None
2022-04-13 03:52:54,364 INFO    MainThread:87 [wandb_config.py:__setitem__():153] config set batch_size = {'train': 256, 'eval': 4, 'test': 256} - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x7f52ed6f1650>>
2022-04-13 03:52:54,364 INFO    MainThread:87 [wandb_run.py:_config_callback():1129] config_cb batch_size {'train': 256, 'eval': 4, 'test': 256} None
2022-04-13 03:52:54,365 INFO    MainThread:87 [wandb_init.py:_pause_backend():351] pausing backend
2022-04-13 03:52:54,365 INFO    MainThread:87 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-04-13 03:52:54,370 INFO    MainThread:87 [wandb_init.py:_resume_backend():360] resuming backend
2022-04-13 03:52:54,377 INFO    MainThread:87 [wandb_init.py:_pause_backend():351] pausing backend
2022-04-13 03:52:54,377 INFO    MainThread:87 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-04-13 03:52:54,382 INFO    MainThread:87 [wandb_init.py:_resume_backend():360] resuming backend
2022-04-13 03:52:55,921 INFO    MainThread:87 [wandb_init.py:_pause_backend():351] pausing backend
2022-04-13 03:52:55,922 INFO    MainThread:87 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-04-13 03:52:55,929 INFO    MainThread:87 [wandb_init.py:_resume_backend():360] resuming backend
2022-04-13 03:53:15,830 INFO    MainThread:87 [wandb_init.py:_pause_backend():351] pausing backend
2022-04-13 03:53:15,830 INFO    MainThread:87 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-04-13 03:53:15,837 INFO    MainThread:87 [wandb_init.py:_resume_backend():360] resuming backend
2022-04-13 03:53:29,408 INFO    MainThread:87 [wandb_init.py:_pause_backend():351] pausing backend
2022-04-13 03:53:29,408 INFO    MainThread:87 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-04-13 03:53:29,414 INFO    MainThread:87 [wandb_init.py:_resume_backend():360] resuming backend
2022-04-13 03:53:29,417 INFO    MainThread:87 [wandb_init.py:_pause_backend():351] pausing backend
2022-04-13 03:53:29,417 INFO    MainThread:87 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-04-13 03:53:29,423 INFO    MainThread:87 [wandb_init.py:_resume_backend():360] resuming backend
2022-04-13 03:53:29,517 INFO    MainThread:87 [wandb_init.py:_pause_backend():351] pausing backend
2022-04-13 03:53:29,517 INFO    MainThread:87 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-04-13 03:53:29,522 INFO    MainThread:87 [wandb_init.py:_resume_backend():360] resuming backend
2022-04-13 03:53:37,042 INFO    MainThread:87 [wandb_init.py:_pause_backend():351] pausing backend
2022-04-13 03:53:37,043 INFO    MainThread:87 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-04-13 03:53:37,053 INFO    MainThread:87 [wandb_init.py:_resume_backend():360] resuming backend
2022-04-13 03:53:37,057 INFO    MainThread:87 [wandb_init.py:_pause_backend():351] pausing backend
2022-04-13 03:53:37,058 INFO    MainThread:87 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-04-13 03:53:37,064 INFO    MainThread:87 [wandb_init.py:_resume_backend():360] resuming backend
2022-04-13 03:53:37,149 INFO    MainThread:87 [wandb_init.py:_pause_backend():351] pausing backend
2022-04-13 03:53:37,149 INFO    MainThread:87 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-04-13 03:53:37,154 INFO    MainThread:87 [wandb_init.py:_resume_backend():360] resuming backend
2022-04-13 03:53:45,003 INFO    MainThread:87 [wandb_init.py:_pause_backend():351] pausing backend
2022-04-13 03:53:45,004 INFO    MainThread:87 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-04-13 03:53:45,012 INFO    MainThread:87 [wandb_init.py:_resume_backend():360] resuming backend
2022-04-13 03:53:45,038 INFO    MainThread:87 [wandb_init.py:_pause_backend():351] pausing backend
2022-04-13 03:53:45,038 INFO    MainThread:87 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-04-13 03:53:45,045 INFO    MainThread:87 [wandb_init.py:_resume_backend():360] resuming backend
2022-04-13 03:53:45,079 INFO    MainThread:87 [wandb_init.py:_pause_backend():351] pausing backend
2022-04-13 03:53:45,079 INFO    MainThread:87 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-04-13 03:53:45,084 INFO    MainThread:87 [wandb_init.py:_resume_backend():360] resuming backend
2022-04-13 03:53:45,100 INFO    MainThread:87 [wandb_init.py:_pause_backend():351] pausing backend
2022-04-13 03:53:45,101 INFO    MainThread:87 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-04-13 03:53:45,107 INFO    MainThread:87 [wandb_init.py:_resume_backend():360] resuming backend
2022-04-13 03:53:45,113 INFO    MainThread:87 [wandb_init.py:_pause_backend():351] pausing backend
2022-04-13 03:53:45,113 INFO    MainThread:87 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-04-13 03:53:45,117 INFO    MainThread:87 [wandb_init.py:_resume_backend():360] resuming backend
2022-04-13 03:53:45,189 INFO    MainThread:87 [wandb_init.py:_pause_backend():351] pausing backend
