c24b8d8b948744438c810f6cb1d0637d,"이듬해 질 녘 꽃 피는 봄 한여름 밤의 꿈 가을 타 겨울 내릴 눈 1년 네 번 또다시 봄  정들었던 내 젊은 날 이제는 안녕 아름답던 우리의 봄 여름 가을 겨울  “Four seasons with no reason.” 비 갠 뒤에 비애(悲哀) 대신 a happy end 비스듬히 씩 비웃듯 칠색 무늬의 무지개 철없이 철 지나 철들지 못해(still) 철부지에 철 그른지 오래, Marchin’ 비발디 차이코프스키, 오늘의 사계를 맞이해 마침내, 마치 넷이 못내  Boy 저 하늘만 바라보고서 사계절 잘 지내고 있어 Good-bye 떠난 사람 또 나타난 사람 머리 위 저세상 난 떠나 영감의 amazon 지난 밤의 트라우마 다 묻고 목숨 바쳐 달려올 새 출발 하는 왕복선 변할래 전보다는 더욱더 좋은 사람 더욱더 더 나은 사람 더욱더 아침 이슬을 맞고 내 안에 분노 과거에 묻고 For Life  울었던 웃었던 소년과 소녀가 그리워 나 찬란했던 사랑했던 그 시절만 자꾸 기억나  계절은 날이 갈수록 속절없이 흘러 붉게","Spring will come to an end Summer, fall, winter will come A new dream, spring, fall, winter I miss the winter moon and winter I miss the spring, spring, fall, winter I live my life like a sweetheart Without compromise, without compromise, no tears at all Fall, fall, fall, fall, fall Without compromise, without compromise"
c24b8d8b948744438c810f6cb1d0637d,"네가 참 궁금해 그건 너도 마찬가지 이거면 충분해 쫓고 쫓는 이런 놀이 참을 수 없는 이끌림과 호기심 묘한 너와 나 두고 보면 알겠지  Woo 눈동자 아래로 Woo 감추고 있는 거 Woo yeah It’s so bad It’s good 난 그 맘을 좀 봐야겠어  Narcissistic, my god I love it 서로를 비춘 밤 아름다운 까만 눈빛 더 빠져 깊이 (넌 내게로 난 네게로) 숨 참고 love dive  Woo lalalalalalala Woo 어서 와서 love dive Woo oh perfect sacrifice yeah 숨 참고 love dive  마음은 이렇게 알다가도 모르지 사랑이라는 건 한순간에 필 테니 직접 들어와 두 눈으로 확인해 내 맘 가장 깊은 데로 오면 돼  Woo 망설일 시간은 Woo 3초면 되는 걸 Woo yeah It’s so bad It’s good 원하면 감히 뛰어들어  Narcissistic, my god I love it 서로를 비춘 밤 아름다운 까만 눈빛 ","You’re so curious You’re so curious You’re so curious You’re running away With these mysterious hands and strange charm I’m gonna look at you And see if you stay behind my eyes I’ll take you deep, into my heart Just like a movie, I’ll close my eyes So you can see my heart"
c24b8d8b948744438c810f6cb1d0637d,"Look at you 넌 못 감당해 날 Ya took off hook 기분은 Coke like brrr Look at my toe 나의 Ex 이름 Tattoo I got to drink up now 네가 싫다 해도 좋아  Why are you cranky, boy? 뭘 그리 찡그려 너 Do you want a blond barbie doll? It’s not here, I’m not a doll  미친 연이라 말해 What’s the loss to me ya 사정없이 까보라고 You’ll lose to me ya 사랑 그깟 거 따위 내 몸에 상처 하나도 어림없지 너의 썩은 내 나는 향수나 뿌릴 바엔  Ye I’m a Tomboy (Umm ah umm) Ye I’ll be the Tomboy (Umm ah) This is my attitude Ye I’ll be the Tomboy  I don’t wanna play this ping pong I would rather film a Tik Tok Your ","I can’t stand Feeling guilty, I can’t give you up No matter how much I think about you, it feels like your body control I can’t pretend to be ok with you, no matter how much I think about you"
c24b8d8b948744438c810f6cb1d0637d,너와 함께 하고 싶은 일들을 상상하는 게 요즘 내 일상이 되고 너의 즐거워하는 모습을 보고 있으면 자연스레 따라 웃고 있는 걸 너의 행동에 설레어하고 뒤척이다가 지새운 밤이 많아지는데 이건 누가 봐도 사랑일 텐데 종일 함께면 질릴 텐데 나 돌아서도 온통 너인 건 아무래도 사랑인가 봐 점점 너와 하고 싶은 일들 생각하면서 하룰 보낸 날이 많아지는데 이건 누가 봐도 사랑일 텐데 종일 함께면 질릴 텐데 나 돌아서도 온통 너인 건 아무래도 사랑인가 봐 너의 행복해하는 모습을 보고 있으면 나도 모르게 따라 웃는데 이 정도면 알아줄 만하잖아 너도 용기 낼만 하잖아 나만 이런 게 아니라면 우리 만나볼 만하잖아 아무래도 사랑인가 봐,"I imagine the things I want to do with you And become my daily life When I see you having fun I laugh as I laugh as I laugh as I laugh As I get more and more curious each day Feels like this is love Whenever someone says something Feels like this is love Whenever I see you, I laugh Feels like this is love Whenever I see you, I laugh Feels like this is love Whenever I see you, I laugh Feels like this is love Whenever I see you, I laugh Feels like this is love Whenever I see you, I laugh Feels like this is love Whenever I see you, I laugh Feels like this is love"
c24b8d8b948744438c810f6cb1d0637d,Red Velvet  무도회를 뒤집어 작은 소란을 또 일으켜 This is gonna be a crazy night (To-na-na-na-na-na-night)  등장부터 인사까지 파격적이게 우리 살짝 놀아볼까 솔직하게 Bae bae 지금부터 시작해 볼게 (Feel my vibe and sway)  꽃가루를 날려 폭죽을 더 크게 터트려 우릴 오만과 편견에 가두지 마 자유로워 지금  Feel my rhythm Come with me 상상해 봐 뭐든지 노래를 따라서 저 달빛에 춤을 춰 바로 지금 (Play my rhythm)  Follow follow my heartbeat 해가 떠올 때까지 Feel my rhythm 멈추지 말아 줘 이 순간을 놓지 마 Baby  차는 Old and Classic (Just ride) 이제 조금 낯선 다른 차원까지 (Get loud) 상상할 수 없던 곳 시간 속 예고 없이 등장해 이 밤은 멋지고 우린 Fun and wild and brave  시선을 끄는 네 Motion,"I go back to how it was a show And it rewinds the fun With a little push, I go back to how it was a show And I rewinds the fun With a little push, I go back to how it was a show"
c24b8d8b948744438c810f6cb1d0637d,눈물이 난다 이 길을 걸으면 그 사람 손길이 자꾸 생각이 난다 붙잡지 못하고 가슴만 떨었지 내 아름답던 사람아 사랑이란 게 참 쓰린 거더라 잡으려 할수록 더 멀어지더라 이별이란 게 참 쉬운 거더라 내 잊지 못할 사람아 사랑아 왜 도망가 수줍은 아이처럼 행여 놓아버릴까 봐 꼭 움켜쥐지만 그리움이 쫓아 사랑은 늘 도망가 잠시 쉬어가면 좋을 텐데 바람이 분다 옷깃을 세워도 차가운 이별의 눈물이 차올라 잊지 못해서 가슴에 사무친 내 소중했던 사람아 사랑아 왜 도망가 수줍은 아이처럼 행여 놓아버릴까 봐 꼭 움켜쥐지만 그리움이 쫓아 사랑은 늘 도망가 잠시 쉬어가면 좋을 텐데 기다림도 애태움도 다 버려야 하는데 무얼 찾아 이 길을 서성일까 무얼 찾아 여기 있나 사랑아 왜 도망가 수줍은 아이처럼 행여 놓아버릴까 봐 꼭 움켜쥐지만 그리움이 쫓아 사랑은 늘 도망가 잠시 쉬어가면 좋을 텐데 잠시 쉬어가면 좋을 텐데,"When tears come, the sky cries The eyes that I thought of keep looking at you My heart kept running, I couldn’t hold on to them My beautiful person, who I couldn’t hold on to Because it was so beautiful, I rushed you Because it was so hard to hold on to love My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them My love, who I couldn’t hold on to them"
c24b8d8b948744438c810f6cb1d0637d,길거리를 걷다 보면 사랑 노래만 흘러나와 나는 왜 저런 게 낯설까 난 한국말까지 서툴러 번역기도 전혀 도움 안 돼 네 맘엔 어떨까 걱정만 어떤 단어를 쓸지 I don’t know 어떤 말을 할지 I don’t know 나는 왜 이런지 I don’t know You’re on my mind 어떤 단어를 쓸지 I don’t know 어떤 말을 할지 I don’t know 나는 왜 이런지 I don’t know You’re on my mind Baby 정말 생각 안 나 Body language로 자신 있어 보여줄게 girl just give me some your time 너를 보면 손에 땀 나 긴장 풀게 한 번 웃어줘 Let me take u on a magic carpet ride 손을 잡아 따라와 맑은 날씨 보름달 가르쳐줘 오늘 밤 가나다라마바사 손을 잡아 따라와 맑은 날씨 보름달 가르쳐줘 오늘 밤 가나다라마바사 너무 완벽하지 않아도 걱정 마 네 맘을 조금 알 것 같아 네게 좀 더 다가서 볼까 고민해 매,"When I walk the streets in love songs, I hear a song that doesn’t even interest me Why am I so confusing? I don’t care what kind of answers I give you I worry about what kind of answers you give me I worry about what kind of answers you give me I worry about what kind of answers you give me I worry about what kind of answers you give me I worry about what kind of answers you give me I worry about what kind of answers you give me I worry about what kind of answers you give me I worry about what kind of answers you give me I worry about what kind of answers you give me I worry about what kind of answers you give me I worry about what kind of answers you give me I worry about what kind of answers you give me"
c24b8d8b948744438c810f6cb1d0637d,잊지는 말아요 함께 했던 날들 눈물이 날 때면 그대 뒤를 돌아보면 돼요 아프지 말아요 쓸쓸한 마음에 힘든 일이 참 많았죠 그대에겐 내가 곁에 있을게요 그댈 위해 노래할게요 잊지 말아요 그댈 위해 약속할게요 언젠가 우리 시간 지나면 알게 되겠죠 그땐 웃을 수 있죠 나 약속할게요 그땐 미소 짓겠죠 작은 행복까지 모두 외롭고 지칠 때 손잡아 줄게요 슬픔이 짙어질 때면 위로해 줄 그 한 사람이 될게요 그대 부디 울지 말아요 슬퍼 말아요 그대에게 빛이 될게요 언젠가 우리 시간 지나면 알게 되겠죠 그땐 웃을 수 있죠 나 약속할게요 폭풍 속에 혼자 남아 헤매도 오 길이 되어 지킬게요 그대 그댈 위해 노래할게요 잊지 말아요 그댈 위해 약속할게요 어두운 길을 밝게 비추는 그대의 빛이 될게요,Don’t forget about the days we spent together You can look back later on as well. Don’t become sad. Please don’t hurt my heart. I will be next to you. I will be next to you. Don’t forget about the times that are hard. I will make you laugh and hold your sad hand I’ll make you laugh and hold your sad hand I’ll make you laugh and hold your sad hand I’ll make you laugh and hold your sad hand I’ll make you laugh and hold your sad hand I’ll make you laugh and hold your sad hand I’ll make you laugh and hold your sad hand I’ll make you laugh and hold your sad hand I’ll make you laugh and hold your sad hand I’ll make you laugh and hold your sad hand I’ll make you laugh and hold your sad hand I’ll make you laugh and hold your sad hand I’ll make you laugh and hold your sad hand I’ll make you laugh and hold your sad hand I’ll make you laugh and hold your sad hand I’ll make you laugh and hold your sad hand I’ll make you laugh and hold your sad hand I’ll make you laugh and hold your sad hand I’ll make you laugh and hold your sad hand
c24b8d8b948744438c810f6cb1d0637d,"Hey girl, Where you at? (Where you at?) 대체 어디서 뭐 하는지 궁금해 기분이 너무 Bad Bad (So bad) 침대가 허전해 잠이 안 오잖아  재미도 없어 TV show 너 데리고 놀던 Pretty boy 그 고민을 내게 털어놓던 너의 표정이 아직 선명해  소파에 벤 니 향기가 비릿해 내 몸이 자꾸 빠져 깊이 Yeah 미리 알아도 난 이리 멍청하게 행동을 해버린다니까  Oh please Love me love me love me I know, I'm stupid 어쩔 수 없어 널 보고 싶은걸  Oh please Love me love me love me I know, I'm stupid 어쩔 수 없어 널 보고 싶은걸  Now I say I love you So I love you Now I say I love you 나 아프더라도 몰라  Now I say I love you So I love you Now I say I love you 나 아프더라도 몰라  Oh plea","I wonder if you ever cried, 'Oh, baby.' Wonder if you ever woke up in tears. Yeah, I wonder if you ever felt at home. (Oh-oh, baby) The beat that's been playing with you is so potent I can't seem to fall asleep. I'm talking to you, I'm talking to you. The beat that's been playing with you is so potent I can't seem to fall asleep. I'm talking to you, I'm talking to you. The beat that's been playing with you is so potent I can't seem to fall asleep. I'm talking to you, I'm talking to you. The beat that's been playing with you is so potent I can't seem to fall asleep. I'm talking to you, I'm talking to you. The beat that's been playing with you is so potent I can't seem to fall asleep. I'm talking to you, I'm talking to you. The beat that's been playing with you is so potent I can't seem to fall asleep. I'm talking to you, I'm talking to you. The beat that's been playing with you is so potent I can't seem to fall asleep. I'm talking to you, I'm talking to you. The beat that's been playing with you is so potent I can't seem to sleep. I'm talking to you, I'm talking to you. The beat that's been playing with you is so potent I can't seem to sleep. I'm talking to you, I'm talking to you. The beat that's been playing with you is so potent I can't seem to sleep. I'm talking to you, I'm talking to you. The beat that's been playing with you is so potent I can't seem to sleep. I'm talking to you, I'm talking to you. The beat that's been playing with you is so potent I can't seem to sleep. I'm talking to you, I'm talking to you. The beat that's been playing with you is so potent I can't seem to sleep. I'm talking to you, I'm talking to you. The beat that's been playing with you is so potent I can't seem to sleep. I'm talking to you, I'm talking to you. The beat that's been playing with you is so potent I can't seem to sleep. I'm talking to you, I'm talking to you."
c24b8d8b948744438c810f6cb1d0637d,뭐하고 있었니 늦었지만 잠시 나올래 너의 집 골목에 있는 놀이터에 앉아 있어 친구들 만나서 오랜만에 술을 좀 했는데 자꾸만 니 얼굴 떠올라 무작정 달려왔어 이 맘 모르겠니 요즘 난 미친 사람처럼 너만 생각해 대책없이 네가 점점 좋아져 아냐 안 취했어 진짜야 널 정말 사랑해 눈물이 날만큼 원하고 있어 정말로 몰랐니 가끔 전화해 장난치듯 주말엔 뭐할거냐며 너의 관심 끌던 나를 그리고 한번씩 누나 주려 샀는데 너 그냥 준다고 생색 낸 선물도 너 때문에 산거야 이 맘 모르겠니 요즘 난 미친 사람처럼 너만 생각해 대책없이 네가 점점 좋아져 아냐 안 취했어 진짜야 널 정말 사랑해 진심이야 믿어줘 갑자기 이런 말 놀랐다면 미안해 부담이 되는게 당연해 이해해 널 하지만 내 고백도 이해해 주겠니 oh 지금 당장 대답하진마 나와 일주일만 사귀어줄래 후회없이 잘 해주고 싶은데 그 후에도 니가 싫다면 나 그때 포기할게 귀찮게 안할게 혼자 아플게 진심이야 너를 사랑하고 있어,"What was your day? Was it really late? I sit in my room, we talk for a while, I sit in my friend's room, I had a drink with you a few years ago You talk a lot like a fool, I'm like a fool, I'm like a fool, I'm like a fool You suddenly came to my room, it's like you're the number one in a million I really like you, I'm like a fool You suddenly came to my room, I'm like a fool, I'm like a fool I'm like a fool, I'm like a fool I'm like a fool, I'm like a fool, I'm like a fool I'm like a fool, I'm like a fool I'm like a fool, I'm like a fool I'm like a fool, I'm like a fool I'm like a fool, I'm like a fool I'm like a fool, I'm like a fool, I'm like a fool I'm like a fool, I'm like a fool, I'm like a fool, I'm like a fool I'm like a fool, I'm like a fool, I'm like a fool I'm like a fool, I'm like a fool, I'm like a fool I'm like a fool, I'm like a fool, I'm like a fool, I'm like a fool, I'm like a fool, I'm like a fool, I'm like a fool in a house I'm like a fool, I'm like a fool, I'm like a fool, I'm like a fool in a house I'm like a fool, I'm like a fool, I'm like a fool in a house I'm like a fool, I'm like a fool in a house I'm like a fool, I'm like a fool in a house I'm like a fool, I'm like a fool in a house I'm like a fool, I'm like a fool in a house I'm like a fool, I'm like a fool in a house I'm like a fool, I'm like a fool in a house I'm like a fool, I'm like a fool, I'm like a fool in a house I'm like a fool, I'm like a fool in a house I'm like a fool, I'm like a fool in a house I'm like a fool, I'm like a fool in a house I'm like a fool, I'm like a fool in a house I'm like a"
